title,status,proposal_date,categories,party_cleaned
ร่างพระราชบัญญัติหลักทรัพย์และตลาดหลักทรัพย์ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-15,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติหลักทรัพย์และตลาดหลักทรัพย์ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-15,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-06-10,การศึกษา,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการบริหารหนี้สาธารณะ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-15,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2021-12-17,สิ่งแวดล้อม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติเขตพัฒนาเศรษฐกิจพิเศษขวานทองคลองไทยภาคใต้ พ.ศ. ....,IN_PROGRESS,2020-08-27,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติอุทยานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-08,สิ่งแวดล้อม,พรรคประชาชาติ
ร่างพระราชบัญญัติอุทยานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-08,สิ่งแวดล้อม,พรรคประชาชาติ
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-06-02,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-06-02,การศึกษา,พรรคกล้าธรรม
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-06-02,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติคุ้มครองแรงงาน (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-10-30,แรงงาน,พรรคประชาชน
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 เรื่อง การปฏิบัติหน้าที่ของคณะกรรมการคุรุสภา คณะกรรมการส่งเสริม
สวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา และคณะกรรมการบริหารองค์การค้าของสำนักงานคณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครู
และบุคลากรทางการศึกษา ลงวันที่ 16 เมษายน พุทธศักราช 2558 และคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 17/2560 เรื่อง แก้ไขเพิ่มเติม
คำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 ลงวันที่ 21 มีนาคม พุทธศักราช 2560  พ.ศ. ....",MERGED,2024-10-16,การศึกษา,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติยกเลิกคำสั่งหัวคณะรักษาความสงบแห่งชาติ ที่ 16/2560 เรื่อง การบริหารงานบุคคลของข้าราชการครูและบุคลากรทางการศึกษา ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....,MERGED,2024-10-16,การศึกษา,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 11/2561 เรื่อง การแก้ไของค์ประกอบของคณะกรรมการมาตรฐานวิชาชีพ ตามกฎหมายว่าด้วยสภาครูและบุคลากรทางการศึกษา ลงวันที่ 25 กรกฎาคม พุทธศักราช 2561 พ.ศ. ....,MERGED,2024-10-16,การศึกษา,พรรคชาติไทยพัฒนา
