title,status,proposal_date,categories,party_cleaned
ร่างพระราชบัญญัติส่งเสริมและคุ้มครองแรงงานอิสระ พ.ศ. ....,IN_PROGRESS,2025-09-17,แรงงาน,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติส่งเสริมและคุ้มครองแรงงานอิสระ พ.ศ. ....,IN_PROGRESS,2025-09-17,แรงงาน,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติระเบียบบริหารราชการฝ่ายรัฐสภา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-09-11,การเมือง,พรรคเพื่อไทย
ร่างพระราชบัญญัติขจัดการเลือกปฏิบัติต่อบุคคล พ.ศ. ....,REJECTED,2024-09-05,อื่นๆ,พรรคประชาชาติ
ร่างพระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติระเบียบข้าราชการครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-08-14,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติเทศบาล (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,การเมือง,พรรคประชาชน
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 16/2560 
เรื่อง การบริหารงานบุคคลของข้าราชการครูและบุคลากรทางการศึกษา ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....",MERGED,2024-08-14,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติองค์การบริหารส่วนจังหวัด (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-11,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 11/2561 เรื่อง การแก้ไของค์ประกอบของคณะกรรมการมาตรฐานวิชาชีพตามกฎหมายว่าด้วยสภาครูและบุคลากรทางการศึกษา ลงวันที่ 25 กรกฎาคม พุทธศักราช 2561 พ.ศ. ....,MERGED,2024-08-14,การศึกษา,พรรคเพื่อไทย
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 เรื่อง 
การปฏิบัติหน้าที่ของคณะกรรมการคุรุสภา คณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครู
และบุคลากรทางการศึกษา และคณะกรรมการบริหารองค์การค้าของสำนักงานคณะกรรมการ
ส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา ลงวันที่ 16 เมษายน พุทธศักราช
 2558 และคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 17/2560 เรื่อง แก้ไขเพิ่มเติม
คำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 ลงวันที่ 21 มีนาคม 2560 
พ.ศ. ....",MERGED,2024-08-14,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติเทศบาล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติเทศบาล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการบริหารจัดการขยะและการหมุนเวียนทรัพยากร พ.ศ. ....,REJECTED,2024-01-31,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมการพัฒนาเด็กและเยาวชนแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติส่งเสริมการพัฒนาเด็กและเยาวชนแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,สวัสดิการ,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติส่งเสริมการพัฒนาเด็กและเยาวชนแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติยกเลิกประกาศคณะรักษาความสงบแห่งชาติ ฉบับที่ 115/2557 เรื่อง แก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา ลงวันที่ 21 กรกฎาคม พุทธศักราช 2557 พ.ศ. ....,IN_PROGRESS,2024-08-14,กระบวนการยุติธรรม,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-08-13,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-09,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติการเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-10,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติการเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-10,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติป้องกันและปราบปรามการกระทำความผิดร้ายแรงต่อสันติภาพและมนุษยชาติ พ.ศ. ....,REJECTED,2024-07-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติวิธีพิจารณาคดีทุจริตและประพฤติมิชอบ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-07-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติระเบียบบริหารราชการกรุงเทพมหานคร (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-09,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติวิธีพิจารณาคดีทุจริตและประพฤติมิชอบ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-07-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติธรรมนูญศาลทหาร (ฉบับที่่ ..) พ.ศ. ....,MERGED,2024-07-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-07-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติโรงงาน (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-02-12,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติการร่วมลงทุนระหว่างรัฐและเอกชน (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการร่วมลงทุนระหว่างรัฐและเอกชน (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,เศรษฐกิจ,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติการร่วมลงทุนระหว่างรัฐและเอกชน (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,กระบวนการยุติธรรม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,กระบวนการยุติธรรม,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-01-24,กระบวนการยุติธรรม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการฌาปนกิจสงเคราะห์ พ.ศ. ....,IN_PROGRESS,2024-07-25,สวัสดิการ,พรรคเพื่อไทย
ร่างพระราชบัญญัติกิจการฮัจย์ พ.ศ. ....,IN_PROGRESS,2023-12-21,วัฒนธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติส่งเสริมไฟฟ้าพลังงานเเสงอาทิตย์ พ.ศ. ....,IN_PROGRESS,2024-12-25,สิ่งแวดล้อม,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติการใช้กฎหมายอิสลามว่าด้วยครอบครัวและมรดก พ.ศ. ....,REJECTED,2023-12-21,วัฒนธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-12-25,เศรษฐกิจ,พรรคประชาชน
ร่างพระราชบัญญัติสร้างเสริมสังคมสันติสุข พ.ศ. ....,MERGED,2023-12-20,การเมือง,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติสร้างเสริมสังคมสันติสุข พ.ศ. ....,MERGED,2023-12-20,การเมือง,พรรคกล้าธรรม
ร่างพระราชบัญญัติสร้างเสริมสังคมสันติสุข พ.ศ. ....,MERGED,2023-12-20,การเมือง,พรรคครูไทยเพื่อประชาชน
พระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ 24) พ.ศ. 2567,MERGED,2023-12-19,กระบวนการยุติธรรม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-07-23,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติบริหารจัดการภาวะโลกร้อนและการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. ....,IN_PROGRESS,2024-12-19,สิ่งแวดล้อม,พรรคประชาธิปัตย์
พระราชบัญญัติอำนาจเรียกของคณะกรรมาธิการของสภาผู้แทนราษฎรและวุฒิสภา พ.ศ. ....,MERGED,2024-07-19,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติสงวนและคุ้มครองสัตว์ป่า (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-11-14,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติป้องกันการดำเนินคดีเพื่อปิดกั้นการมีส่วนร่วมเพื่อประโยชน์สาธารณะ พ.ศ. ...,REJECTED,2025-09-10,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติกำหนดแผนและขั้นตอนการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-09-10,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติระเบียบบริหารราชการฝ่ายรัฐสภา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2024-07-18,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติป่าสงวนแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-11-14,สิ่งแวดล้อม,พรรคประชาชน
พระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 14/2559 เรื่อง คณะกรรมการที่ปรึกษาการบริหารและการพัฒนาจังหวัดชายแดนภาคใต้ และการกำหนดอำนาจหน้าที่ของกองอำนวยการรักษาความมั่นคงภายในราชอาณาจักร ลงวันที่ 4 เมษายน พุทธศักราช 2559 พ.ศ. ....,ENACTED,2023-12-13,การเมือง,พรรคเพื่อไทย
ร่างพระราชบัญญัติระเบียบบริหารงานบุคคลส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-04,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติอุทยานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-11-14,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-07-18,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขประจำหมู่บ้าน พ.ศ. ....,MERGED,2025-09-03,สาธารณสุข,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขประจำหมู่บ้าน พ.ศ. ....,MERGED,2025-09-03,สาธารณสุข,พรรคกล้าธรรม
ร่างพระราชบัญญัติขจัดการเลือกปฏิบัติต่อบุคคล พ.ศ. ....,REJECTED,2024-07-17,อื่นๆ,พรรคเป็นธรรม
ร่างพระราชบัญญัติระเบียบข้าราชการครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ ....,MERGED,2025-09-03,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติระเบียบข้าราชการครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ ....,MERGED,2025-09-03,การศึกษา,พรรคกล้าธรรม
ร่างพระราชบัญญัติระเบียบข้าราชการครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ ....,MERGED,2025-09-03,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติการกระทำความผิดเกี่ยวกับซิมการ์ด พ.ศ. ....,IN_PROGRESS,2024-10-24,กระบวนการยุติธรรม,พรรคภูมิใจไทย
กัญชา กัญชง พ.ศ. ....,IN_PROGRESS,2024-06-20,สาธารณสุข,พรรคประชาชาติ
กัญชา กัญชง พ.ศ. ....,IN_PROGRESS,2024-06-20,สาธารณสุข,พรรคประชาชาติ
ร่างพระราชบัญญัติการจัดสรรที่ดิน (ฉบับที่ ..) พ.ศ. ....,MERGED,2023-11-23,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติองค์การบริหารส่วนจังหวัด (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติองค์การบริหารส่วนจังหวัด (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-01-29,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติป้องกันและปราบปรามการกระทำความผิดในลักษณะแชร์ลูกโซ่ พ.ศ. ....,REJECTED,2024-01-11,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-03,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-03,การศึกษา,พรรคกล้าธรรม
ร่างพระราชบัญญัติสภาครูและบุคลากรทางการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-03,การศึกษา,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติการปฏิรูปที่ดินและคุ้มครองพื้นที่เกษตรกรรม พ.ศ. ....,IN_PROGRESS,2024-10-24,เศรษฐกิจ,พรรคใหม่
ร่างพระราชบัญญัติการปฏิรูปที่ดินและคุ้มครองพื้นที่เกษตรกรรม พ.ศ. ....,IN_PROGRESS,2024-10-24,เศรษฐกิจ,พรรคกล้าธรรม
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 4/2559 
 เรื่อง การยกเว้นการใช้บังคับกฎกระทรวงให้ใช้บังคับผังเมืองรวมสำหรับการประกอบกิจการ
 บางประเภท ลงวันที่ 20 มกราคม พุทธศักราช 2559 พ.ศ. ....",MERGED,2024-06-14,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2023-11-06,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติระเบียงเขตเศรษฐกิจพิเศษภาคใต้ พ.ศ. ....,IN_PROGRESS,2024-10-24,เศรษฐกิจ,พรรครวมไทยสร้างชาติ
ร่างพระราชบัญญัติการประปาแห่งชาติ พ.ศ. ....,IN_PROGRESS,2023-10-26,เศรษฐกิจ,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลรัษฎากร (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-10-17,เศรษฐกิจ,พรรคประชาชน
พระราชบัญญัติว่าด้วยการออกเสียงประชามติ (ฉบับที่ ..) พ.ศ. ....,MERGED,2024-05-28,การเมือง,พรรคภูมิใจไทย
พระราชบัญญัติว่าด้วยการออกเสียงประชามติ (ฉบับที่ ..) พ.ศ. ....,MERGED,2024-05-28,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติกองทุนสงเคราะห์เกษตรกร (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-10-16,สวัสดิการ,พรรคไทยสร้างไทย
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 เรื่อง การปฏิบัติหน้าที่ของคณะกรรมการคุรุสภา คณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากร
ทางการศึกษา และคณะกรรมการบริหารองค์การค้าของสำนักงานคณะกรรมการส่งเสริมสวัสดิการ
และสวัสดิภาพครูและบุคลากรทางการศึกษา ลงวันที่ 16 เมษายน พุทธศักราช 2558 และคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 17/2560 เรื่อง แก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษา
ความสงบแห่งชาติ ที่ 7/2558 ลงวันที่ 21 มีนาคม พุทธศักราช 2560  พ.ศ. ....",MERGED,2024-05-23,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติโคนมและผลิตภัณฑ์นม (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-10-16,เศรษฐกิจ,พรรคใหม่
ร่างพระราชบัญญัติโคนมและผลิตภัณฑ์นม (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2024-10-16,เศรษฐกิจ,พรรคกล้าธรรม
ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 11/2561 เรื่อง การแก้ไของค์ประกอบของคณะกรรมการมาตรฐานวิชาชีพ ตามกฎหมายว่าด้วยสภาครูและบุคลากรทางการศึกษา ลงวันที่ 25 กรกฎาคม พุทธศักราช 2561 พ.ศ. ....,MERGED,2024-05-17,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติประกันชีวิต (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2023-12-20,เศรษฐกิจ,พรรคประชาชน
พระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ 25) พ.ศ. 2568,ENACTED,2023-10-04,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-08-13,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 16/2560 เ้รื่อง เรื่อง การบริหารงานบุคคลของข้าราชการครูและบุคลากรทางการศึกษา ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....,MERGED,2024-04-30,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมและรักษาอากาศสะอาดเพื่อสุขภาพ พ.ศ. ....,MERGED,2023-12-14,สิ่งแวดล้อม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2025-08-07,กระบวนการยุติธรรม,พรรคประชาชน
"ร่างพระราชบัญญัติยกเลิกคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 เรื่อง การปฏิบัติหน้าที่ของคณะกรรมการ
คุรุสภา คณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา 	และคณะกรรมการบริหารองค์การค้า
ของสำนักงานคณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและ	บุคลากรทางการศึกษา ลงวันที่ 16 เมษายน พุทธศักราช 2558 และคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 17/2560 เรื่อง แก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบ
แห่งชาติ ที่ 7/2558 ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....",REJECTED,2024-04-30,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมและรักษาคุณภาพสิ่งแวดล้อมแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2023-12-13,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติวิชาชีพทันตกรรม (ฉบับที่ ..)  พ.ศ. ....,IN_PROGRESS,2025-08-07,สาธารณสุข,พรรคเพื่อไทย
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2024-05-03,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติยกเลิกประกาศคณะรักษาความสงบแห่งชาติ ฉบับที่ 98/2557 ลงวันที่ 21 กรกฎาคม พุทธศักราช 2557 คำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 14/2559 ลงวันที่ 4 เมษายน พุทธศักราช 2559 และคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 57/2559 ลงวันที่ 15 กันยายน พุทธศักราช 2559 พ.ศ. ....,MERGED,2023-09-27,การเมือง,พรรคประชาชาติ
ร่างพระราชบัญญัติการเปลี่ยนแปลงสภาพภูมิอากาศ พ.ศ. ....,IN_PROGRESS,2023-12-13,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติเงินช่วยเหลือผู้ประสบภัยพิบัติ พ.ศ. ....,IN_PROGRESS,2025-08-06,สวัสดิการ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการแข่งขันทางการค้า พ.ศ. ....,MERGED,2024-10-30,เศรษฐกิจ,พรรคเพื่อไทย
พระราชบัญญัติควบคุมเครื่องดื่มแอลกอฮอล์ (ฉบับที่ ..) พ.ศ. ....,MERGED,2023-09-27,สาธารณสุข,พรรคประชาชน
ร่างพระราชบัญญัติการรายงานการปล่อยและการเคลื่อนย้ายสารมลพิษสู่สิ่งแวดล้อม พ.ศ. ....,IN_PROGRESS,2023-12-13,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติลำไย พ.ศ. ....,REJECTED,2022-03-31,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติกองทุนการประมงแห่งชาติ พ.ศ. ....,REJECTED,2022-06-08,เศรษฐกิจ,พรรคประชาชาติ
ร่างพระราชบัญญัติกองทุนการประมงแห่งชาติ พ.ศ. ....,REJECTED,2022-06-08,เศรษฐกิจ,พรรคประชาชาติ
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2021-10-31,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติบำนาญพื้นฐานถ้วนหน้า พ.ศ. ....,REJECTED,2020-08-05,สวัสดิการ,พรรคประชาชน
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการให้ความช่วยเหลือทางการเงินแก่ผู้ประกอบ
วิสาหกิจที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 พ.ศ. 2563 (ฉบับที่..) พ.ศ. ....",REJECTED,2020-07-24,เศรษฐกิจ,พรรคเพื่อไทย
พระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ  (ฉบับที่ 8) พ.ศ. 2566,MERGED,2021-11-26,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-07-23,การศึกษา,พรรคประชาชาติ
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-07-23,การศึกษา,พรรคประชาชาติ
ร่างพระราชบัญญัติวินัยการเงินการคลังของรัฐ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-03-03,เศรษฐกิจ,พรรคประชาธิปัตย์
พระราชบัญญัติอ้อยและน้ำตาลทราย (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-07-16,เศรษฐกิจ,พรรคชาติไทยพัฒนา
"ร่างพระราชบัญญัติคุณสมบัติมาตรฐานสำหรับกรรมการและพนักงานรัฐวิสาหกิจ (ฉบับที่..) 
พ.ศ. ....",REJECTED,2022-02-25,การเมือง,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-02-08,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติธนาคารแห่งประเทศไทย (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-07-15,เศรษฐกิจ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-02-08,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติกองทุนสำรองเลี้ยงชีพ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-02-25,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติส่งเสริมและรักษาคุณภาพสิ่งแวดล้อมแห่งชาติ (ฉบับที่..) พ.ศ. ....,REJECTED,2021-09-09,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-02-08,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติส่งเสริมและรักษาคุณภาพสิ่งแวดล้อม (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-02-25,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติผู้สูงอายุและบำนาญพื้นฐานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-11,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติบำนาญแห่งชาติ พ.ศ. ....,REJECTED,2020-06-24,สวัสดิการ,พรรคประชาชาติ
ร่างพระราชบัญญัติบำนาญแห่งชาติ พ.ศ. ....,REJECTED,2020-06-24,สวัสดิการ,พรรคประชาชาติ
